296;7.66422514384;5.60765635069
294;57.7945411595;6.79206443045
300;-93.4202946679;3.2547240951
302;-39.8474726869;0.595503309855
7600;7.96338689622;0.442720986587
7601;7.9315700953;0.328833560465
7602;82.8386523314;3.88241969726
7603;82.8239989534;5.40220970541
7604;57.7671096024;4.80981852653
7605;57.8523796287;3.29112136791
7606;32.7087773934;2.6991280798
7607;32.6998606962;4.22224012052
h1981;18.4628405544;5.88012680182
7608;7.74489632478;3.62876248675
7609;7.84920190128;2.10796824222
7610;-18.2252307475;1.49785576459
7611;-18.3173493614;3.01411474008
